# WMAP1 Cosmology normalised linear theory Power Spectrum (Dimensionless)
# k   D_k
1.09961e-05		4.383555804714525e-15
1.21526e-05		6.514106283221663e-15
1.34307e-05		9.68007833432195e-15
1.48432e-05		1.4384696669492894e-14
1.64043e-05		2.1376056416822575e-14
1.81295e-05		3.1764818992248184e-14
2.00362e-05		4.720266061938966e-14
2.21435e-05		7.01449333378005e-14
2.44723e-05		1.0423574627713542e-13
2.70461e-05		1.5489524338213917e-13
2.98906e-05		2.3017822961878077e-13
3.30342e-05		3.420447051476323e-13
3.65084e-05		5.082825102792368e-13
4.0348e-05		7.553078431770948e-13
4.45915e-05		1.122396282532458e-12
4.92812e-05		1.6678642165200957e-12
5.44641e-05		2.4784428319658015e-12
6.01922e-05		3.68295253032883e-12
6.65226e-05		5.472749141719459e-12
7.35189e-05		8.132467951864284e-12
8.12509e-05		1.2084487017009115e-11
8.97962e-05		1.795711023165358e-11
9.92401e-05		2.668295737894078e-11
0.000109677		3.9648617494459066e-11
0.000121212		5.891423544451389e-11
0.00013396		8.753990088282917e-11
0.000148049		1.3007152966960185e-10
0.000163619		1.93259844006026e-10
0.000180827		2.871397054165268e-10
0.000199845		4.266085818757858e-10
0.000220863		6.337868055604968e-10
0.000244091		9.415250503378936e-10
0.000269763		1.3986273997968214e-09
0.000298134		2.077436112841769e-09
0.000329489		3.08545650998095e-09
0.000364141		4.582024213174289e-09
0.000402439		6.803667669082963e-09
0.000444763		1.0100807721515463e-08
0.00049154		1.499318056039495e-08
0.000543235		2.2250067736355925e-08
0.000600368		3.301172543282727e-08
0.000663509		4.8963687165071756e-08
0.000733291		7.260023796111532e-08
0.000810412		1.0760608842491257e-07
0.000895643		1.5942141319839743e-07
0.000989839		2.3607166261091853e-07
0.00109394		3.4937981976246926e-07
0.00120899		5.167438590791658e-07
0.00133614		7.637343944791814e-07
0.00147667		1.1278794634922174e-06
0.00163197		1.6640922748667635e-06
0.0018036		2.4526829511662725e-06
0.00199329		3.6109071648069096e-06
0.00220293		5.309163772897239e-06
0.00243461		7.794861422669943e-06
0.00269066		1.1426010730426181e-05
0.00297364		1.6718989086759444e-05
0.00328638		2.4415957081527718e-05
0.00363201		3.557844030893503e-05
0.004014		5.172134492777803e-05
0.00443615		7.498925805786595e-05
0.0049027		0.00010841063074975378
0.00541833		0.00015622935577386406
0.00598818		0.00022435300546766815
0.00661796		0.0003209425622542549
0.00731398		0.0004571761701786951
0.00808319		0.0006481959134929504
0.00893331		0.0009142859196302946
0.00987284		0.0012822057340567343
0.0109112		0.0017867328298116821
0.0120587		0.0024719246340778912
0.0133269		0.003392623620800036
0.0147285		0.0046145603405924294
0.0162776		0.0062136552644208995
0.0179895		0.008316465657005731
0.0198814		0.010952578266070592
0.0219724		0.01417061458946472
0.0242833		0.018138558124281143
0.0268371		0.02292308037150076
0.0296596		0.028516776882094627
0.032779		0.03503650531360161
0.0362264		0.04324297047493729
0.0400363		0.052662180993300986
0.044247		0.06394874304320394
0.0489005		0.07917155830038523
0.0540434		0.09975771011230733
0.0597272		0.1257964062096121
0.0660087		0.1559403687377145
0.0729509		0.18842543795703195
0.0806233		0.21707550997711048
0.0891025		0.24123260829282728
0.0984734		0.2720507030885071
0.10883		0.32412232848598904
0.120276		0.3999027354156678
0.132925		0.468694762582972
0.146905		0.5066512367888599
0.162355		0.559516593488363
0.17943		0.670680585861346
0.198301		0.7609988662748662
0.219157		0.8162727894053063
0.242206		0.9456598891560457
0.267679		1.042635532053999
0.295831		1.152819690925155
0.326943		1.2815843737604173
0.361328		1.408019423388158
0.39933		1.5436285385955018
0.441327		1.694358867091624
0.487742		1.8455963948206648
0.539038		2.007101649903215
0.59573		2.1777817164978077
0.658383		2.356430879041141
0.727626		2.5432551015601677
0.804151		2.738186485532602
0.888724		2.9412399793298776
0.982192		3.15262893128999
1.08549		3.3721089549981675
1.19965		3.5996735445123864
1.32582		3.835324817140812
1.46526		4.0791180408260495
1.61936		4.3306590175926045
1.78967		4.590165297149352
1.97789		4.857615318819604
2.18591		5.1327034655378965
2.4158		5.415523565912591
2.66988		5.706010723450245
2.95067		6.003902125571131
3.26099		6.30930286092298
3.60396		6.622010120343088
3.98298		6.941988534395958
4.40188		7.269101825636773
4.86483		7.60332631847482
5.37647		7.944515179793596
5.94192		8.292544366244401
6.56683		8.647320615583851
7.25747		9.008790724053378
8.02075		9.376760129774862
8.8643		9.751254990390724
9.79657		10.13213843229068
10.8269		10.519278190854656
11.9656		10.912542842044173
13.224		11.311402699873117
14.6148		11.716416670011972
16.1518		12.126876653965642
17.8505		12.543102609686532
19.7279		12.964747796535397
21.8027		13.391471369996745
24.0957		13.823231033437558
26.6298		14.259385815780977
29.4305		14.70042644189058
32.5257		15.145385395257133
35.9465		15.594237875436969
39.727		16.04631697384301
43.9052		16.501392255440006
48.5227		16.958389854012133
53.6259		17.41672542628158
59.2658		17.8756716841017
65.4988		18.333878834662293
72.3874		18.790107512085306
80.0004		19.242610314490122
88.4141		19.689241304417322
97.7128		20.1277056141821
107.989		20.554795146469605
119.346		20.96725069480221
131.898		21.361269394954522
145.77		21.730947688299516
161.101		22.07097956008101
178.044		22.374287678170365
196.769		22.633612220032013
217.464		22.840800594445998
240.335		22.986456731735032
265.611		23.061920291983068
293.545		23.058943619021754
324.417		22.97109839448448
358.537		22.794268431630385
396.245		22.52795201527968
437.918		22.177232631104268
483.975		21.7537516678082
534.874		21.273998276387918
591.127		20.75918837992439
653.297		20.23185465115423
722.005		19.711262879856612
797.939		19.209546459987784
881.858		18.73056682097482
974.604		18.271933798693492
1077.1		17.831038175795957
1190.39		17.411852570692798
1315.58		17.018039099123392
1453.94		16.652158328398205
1606.85		16.311312760197396
1775.85		15.995941765252551
1962.61		15.707112064566193
2169.02		15.444311394897522
2397.14		15.207201621436765
2649.25		14.995631893792938
2927.87		14.808945593329115
3235.8		14.647043392553083
3576.12		14.509469783812804
3952.21		14.39551327038872
4367.87		14.305178457146871
4827.25		14.237760856517514
5334.94		14.192395438944386
5896.02		14.168052760720013
6516.1		14.163945681607002
7201.4		14.179008473494978
7958.79		14.212122414878309
8795.82		14.26204224306547
9720.89		14.32764875947251
10743.2		14.40731908474246
